identifier	system	gold	head_tail	correct	gold_sense_rank
d002.s008.t005	whistle%1:06:01::	whistle%1:10:00::	tail	False	2
d010.s003.t004	conference%1:14:00::	conference%1:10:00::	tail	False	3
d009.s010.t003	country%1:15:00::	country%1:14:00::	head	False	1
d011.s005.t011	game%1:04:00::	game%1:04:03::	tail	False	2
d011.s004.t003	player%1:18:01::	player%1:18:01::	head	True	1
d006.s029.t004	change%1:19:00::	change%1:24:00::	tail	False	2
d009.s014.t009	increase%1:11:00::	increase%1:07:00::	tail	False	4
d001.s001.t003	plan%1:09:00::	plan%1:09:00::	head	True	1
d007.s023.t004	sanction%1:04:01::	sanction%1:04:02::	tail	False	2
d010.s014.t003	rule%1:06:00::	rule%1:10:00::	tail	False	3
d009.s013.t005	region%1:15:01::	region%1:15:00::	head	False	1
d013.s018.t006	height%1:26:00::	height%1:26:00::	tail	True	2
d009.s023.t004	latin_america%1:15:00::	latin_america%1:15:00::	head	True	1
d009.s006.t001	poll%1:08:02::	poll%1:09:00::	head	False	1
d012.s002.t001	immigration%1:14:00::	immigration%1:04:00::	head	False	1
d012.s023.t006	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d009.s023.t001	time%1:28:05::	time%1:11:00::	head	False	1
d009.s023.t003	respondent%1:18:00::	respondent%1:18:00::	tail	True	2
d009.s022.t001	mexico%1:15:00::	mexico%1:15:00::	head	True	1
d008.s011.t003	earth%1:17:02::	earth%1:17:00::	head	False	1
d012.s017.t001	immigrant%1:18:00::	immigrant%1:18:00::	head	True	1
d007.s004.t002	end%1:28:00::	end%1:11:00::	tail	False	3
d011.s012.t004	match%1:11:00::	match%1:11:00::	tail	True	2
d001.s003.t003	deal%1:04:02::	deal%1:10:00::	tail	False	2
d006.s005.t007	imposition%1:09:00::	imposition%1:04:02::	head	False	1
d003.s001.t001	wall_street%1:15:00::	wall_street%1:14:00::	tail	False	2
d008.s020.t004	phosphorus%1:17:00::	phosphorus%1:27:00::	head	False	1
d010.s007.t008	legal_principle%1:09:00::	legal_principle%1:09:00::	head	True	1
d005.s001.t002	state%1:14:00::	state%1:14:01::	tail	False	3
d012.s019.t002	surgeon%1:18:00::	surgeon%1:18:00::	head	True	1
d008.s028.t001	research%1:04:00::	research%1:04:00::	head	True	1
d013.s020.t003	number%1:23:00::	number%1:07:00::	head	False	1
d008.s018.t002	nasa%1:14:00::	nasa%1:14:00::	head	True	1
d006.s017.t003	judge%1:18:00::	judge%1:18:00::	head	True	1
d006.s029.t001	lawyer%1:18:00::	lawyer%1:18:00::	head	True	1
d004.s013.t004	deal%1:04:02::	deal%1:10:00::	tail	False	2
d006.s015.t010	time%1:28:00::	time%1:11:00::	head	False	1
d008.s012.t007	report%1:10:03::	report%1:10:03::	head	True	1
d002.s006.t003	speculation%1:21:00::	speculation%1:10:03::	head	False	1
d006.s007.t004	use%1:04:00::	use%1:04:00::	head	True	1
d007.s011.t002	type%1:09:00::	type%1:09:00::	head	True	1
d009.s024.t002	relative%1:05:00::	relative%1:18:00::	head	False	1
d001.s029.t001	heavyweight%1:18:01::	heavyweight%1:18:00::	tail	False	5
d005.s007.t001	rest%1:24:00::	rest%1:24:00::	head	True	1
d012.s006.t004	unemployed%1:14:00::	unemployed%1:14:00::	head	True	1
d010.s009.t001	sponsor%1:18:00::	sponsor%1:18:00::	head	True	1
d007.s005.t009	card%1:10:01::	card%1:27:00::	tail	False	4
d006.s017.t001	professor%1:18:00::	professor%1:18:00::	head	True	1
d007.s009.t002	debate%1:10:00::	debate%1:10:01::	head	False	1
d001.s003.t004	greenhouse_gas%1:27:00::	greenhouse_gas%1:27:00::	head	True	1
d010.s004.t009	law%1:10:00::	law%1:10:00::	tail	True	2
d007.s003.t002	player%1:18:01::	player%1:18:01::	head	True	1
d001.s004.t001	advance%1:04:01::	advance%1:11:01::	tail	False	2
d001.s018.t010	country%1:14:00::	country%1:14:00::	head	True	1
d006.s024.t006	connecticut%1:17:00::	connecticut%1:15:00::	head	False	1
d012.s006.t007	worker%1:18:01::	worker%1:18:00::	head	False	1
d009.s026.t002	market_economy%1:14:00::	market_economy%1:14:00::	head	True	1
d001.s024.t008	deal%1:04:02::	deal%1:10:00::	tail	False	2
d007.s020.t012	cycle%1:11:01::	cycle%1:11:01::	tail	True	5
d009.s029.t005	central_america%1:15:00::	central_america%1:14:00::	tail	False	2
d008.s024.t001	microbe%1:05:00::	microbe%1:05:00::	head	True	1
d007.s019.t005	championship%1:11:00::	championship%1:11:00::	tail	True	2
d009.s016.t001	decade%1:28:00::	decade%1:28:00::	head	True	1
d011.s007.t002	league%1:23:00::	league%1:14:01::	head	False	1
d012.s008.t005	plumber%1:18:00::	plumber%1:18:00::	head	True	1
d006.s017.t006	courtroom%1:06:00::	courtroom%1:06:00::	head	True	1
d002.s002.t006	loss%1:04:00::	loss%1:04:00::	tail	True	3
d002.s016.t006	time%1:03:00::	time%1:11:00::	head	False	1
d001.s021.t006	participant%1:18:01::	participant%1:18:00::	head	False	1
d013.s023.t005	value%1:07:01::	value%1:21:00::	tail	False	3
d008.s012.t001	announcement%1:10:00::	announcement%1:10:01::	head	False	1
d001.s018.t007	nation%1:14:02::	nation%1:14:00::	head	False	1
d009.s007.t002	result%1:19:00::	result%1:19:00::	head	True	1
d008.s014.t008	life%1:19:00::	life%1:19:00::	tail	True	10
d010.s009.t002	giant%1:18:02::	giant%1:14:00::	tail	False	3
d010.s020.t002	assistance%1:04:00::	assistance%1:04:00::	head	True	1
d009.s011.t007	democracy%1:14:00::	democracy%1:14:00::	tail	True	2
d007.s009.t014	history%1:28:00::	history%1:28:02::	tail	False	4
d004.s018.t005	iraq%1:15:00::	iraq%1:15:00::	head	True	1
d003.s001.t002	momentum%1:07:01::	momentum%1:07:00::	head	False	1
d013.s002.t002	uproar%1:26:00::	uproar%1:26:00::	head	True	1
d008.s014.t010	professor%1:18:00::	professor%1:18:00::	head	True	1
d012.s007.t001	difference%1:23:00::	difference%1:07:00::	head	False	1
d011.s012.t002	player%1:18:01::	player%1:18:01::	head	True	1
d007.s025.t004	fraud%1:04:00::	fraud%1:04:00::	head	True	1
d009.s021.t006	sense%1:09:02::	sense%1:09:05::	head	False	1
d012.s016.t005	labor%1:14:00::	labor%1:14:00::	head	True	1
d002.s004.t001	success%1:04:00::	success%1:26:00::	tail	False	3
d010.s015.t002	justice%1:18:00::	justice%1:18:00::	tail	True	3
d004.s019.t005	fee%1:21:00::	fee%1:21:00::	head	True	1
d006.s002.t002	courtroom%1:06:00::	courtroom%1:06:00::	head	True	1
d001.s005.t007	global_warming%1:22:00::	global_warming%1:22:00::	head	True	1
d013.s024.t001	regulator%1:06:01::	regulator%1:18:00::	tail	False	2
d005.s002.t004	shackle%1:06:01::	shackle%1:06:00::	head	False	1
